cod. ibge;pib;cod_str;Estado;Regiao;Municipio;Familias;Pessoas;% relativo ao Censo 2022;IVCAD;NC;DPI;DCA;TQA;DR;CH;idhm;expectativa_vida;chave;Subsecao_Judiciaria TRF;Atuacao_DPU;DPU_P_Bool;DPU_R_Bool;DPU_Presencial;DPU_Remoto;Tem_DPU;Indice_Vulnerabilidade;Vulnerabilidade_Rank
3538006;137424980;3538006;SÃO PAULO;SUDESTE;Pindamonhangaba;23399;56100;33,90%;0.271;0.412;0.089;0.036;0.594;0.424;0.072;0.773;75.58;PINDAMONHANGABA_SAO PAULO;TAUBATE;NAO;False;False;False;False;NAO;Média-Baixa;2
2602902;137063890;2602902;PERNAMBUCO;NORDESTE;Cabo de Santo Agostinho;56599;124523;61,20%;0.27;0.335;0.08;0.048;0.617;0.408;0.132;0.686;73.74;CABO DE SANTO AGOSTINHO_PERNAMBUCO;CABO DE SANTO AGOSTINHO;NAO;False;False;False;False;NAO;Média-Baixa;2
3201308;136989730;3201308;ESPÍRITO SANTO;SUDESTE;Cariacica;81351;187902;53,20%;0.273;0.412;0.102;0.041;0.605;0.381;0.094;0.718;75.64;CARIACICA_ESPIRITO SANTO;VITORIA;SIM;True;True;True;True;SIM;Média-Baixa;2
4204202;136931040;4204202;SANTA CATARINA;SUL;Chapecó;19542;52095;20,40%;0.264;0.482;0.125;0.07;0.557;0.194;0.157;0.079;77.25;CHAPECO_SANTA CATARINA;CHAPECO;NAO;False;False;False;False;NAO;Baixa;1
3125101;136512250;3125101;MINAS GERAIS;SUDESTE;Extrema;7095;17582;32,90%;0.268;0.431;0.108;0.058;0.574;0.297;0.139;0.732;75.95;EXTREMA_MINAS GERAIS;POUSO ALEGRE;NAO;False;False;False;False;NAO;Média-Baixa;2
4118204;136473520;4118204;PARANÁ;SUL;Paranaguá;24104;56711;38,90%;0.286;0.398;0.103;0.048;0.62;0.405;0.144;0.075;76.12;PARANAGUA_PARANA;PARANAGUA;NAO;False;False;False;False;NAO;Média-Alta;3
1504208;135231450;1504208;PARÁ;NORTE;Marabá;60883;147881;55,50%;0.289;0.401;0.108;0.057;0.612;0.348;0.205;0.668;72.09;MARABA_PARA;MARABA;SIM;True;True;True;True;SIM;Média-Alta;3
1400100;134933640;1400100;RORAIMA;NORTE;Boa Vista;84573;221096;53,50%;0.278;0.449;0.135;0.06;0.543;0.297;0.184;0.752;73.95;BOA VISTA_RORAIMA;BOA VISTA;SIM;True;True;True;True;SIM;Média-Baixa;2
4315602;132821540;4315602;RIO GRANDE DO SUL;SUL;Rio Grande;41917;88911;46,30%;0.254;0.358;0.084;0.059;0.617;0.327;0.082;0.744;76.66;RIO GRANDE_RIO GRANDE DO SUL;PELOTAS;SIM;True;True;True;True;SIM;Baixa;1
3543907;132453360;3543907;SÃO PAULO;SUDESTE;Rio Claro;20389;43402;21,50%;0.269;0.409;0.064;0.052;0.583;0.384;0.12;0.803;76.72;RIO CLARO_SAO PAULO;PIRACICABA;NAO;False;False;False;False;NAO;Média-Baixa;2
3131901;131398280;3131901;MINAS GERAIS;SUDESTE;Itabirito;5701;13826;25,90%;0.271;0.429;0.074;0.049;0.612;0.345;0.115;0.073;74.68;ITABIRITO_MINAS GERAIS;BELO HORIZONTE;SIM;True;True;True;True;SIM;Média-Baixa;2
2929206;130861210;2929206;BAHIA;NORDESTE;São Francisco do Conde;12620;27273;70,40%;0.281;0.285;0.046;0.067;0.669;0.493;0.128;0.674;73.71;SAO FRANCISCO DO CONDE_BAHIA;SALVADOR;SIM;True;True;True;True;SIM;Média-Alta;3
5008305;130583320;5008305;MATO GROSSO DO SUL;CENTRO-OESTE;Três Lagoas;25570;60664;45,90%;0.252;0.421;0.081;0.048;0.578;0.288;0.095;0.744;75.91;TRES LAGOAS_MATO GROSSO DO SUL;TRES LAGOAS;NAO;False;False;False;False;NAO;Baixa;1
4322004;129823860;4322004;RIO GRANDE DO SUL;SUL;Triunfo;5463;12343;44,90%;0.307;0.391;0.072;0.046;0.647;0.423;0.266;0.733;77.35;TRIUNFO_RIO GRANDE DO SUL;SANTIAGO;SIM;True;True;True;True;SIM;Alta;4
1600303;129380600;1600303;AMAPÁ;NORTE;Macapá;118686;278205;62,80%;0.323;0.381;0.13;0.064;0.608;0.453;0.302;0.733;74.19;MACAPA_AMAPA;MACAPA;SIM;True;True;True;True;SIM;Alta;4
3522505;128549950;3522505;SÃO PAULO;SUDESTE;Itapevi;39627;100049;43,10%;0.27;0.426;0.098;0.049;0.571;0.383;0.094;0.735;76.28;ITAPEVI_SAO PAULO;BARUERI;NAO;False;False;False;False;NAO;Média-Baixa;2
3167202;126597400;3167202;MINAS GERAIS;SUDESTE;Sete Lagoas;31140;71828;31,60%;0.266;0.408;0.087;0.048;0.595;0.391;0.065;0.076;75.37;SETE LAGOAS_MINAS GERAIS;SETE LAGOAS;NAO;False;False;False;False;NAO;Baixa;1
5003702;125956900;5003702;MATO GROSSO DO SUL;CENTRO-OESTE;Dourados;34461;86956;35,70%;0.292;0.449;0.119;0.068;0.618;0.323;0.179;0.747;75.59;DOURADOS_MATO GROSSO DO SUL;DOURADOS;SIM;True;True;True;True;SIM;Média-Alta;3
3556701;125579090;3556701;SÃO PAULO;SUDESTE;Vinhedo;6638;15675;20,50%;0.259;0.412;0.057;0.034;0.59;0.333;0.13;0.817;77.68;VINHEDO_SAO PAULO;CAMPINAS;SIM;True;True;True;True;SIM;Baixa;1
4314100;125528330;4314100;RIO GRANDE DO SUL;SUL;Passo Fundo;25668;58978;28,60%;0.305;0.442;0.118;0.063;0.629;0.429;0.147;0.776;75.95;PASSO FUNDO_RIO GRANDE DO SUL;PASSO FUNDO;NAO;False;False;False;False;NAO;Alta;4
5107925;125226330;5107925;MATO GROSSO;CENTRO-OESTE;Sorriso;16340;42209;38,20%;0.265;0.484;0.108;0.045;0.573;0.214;0.164;0.744;75.33;SORRISO_MATO GROSSO;SINOP;NAO;False;False;False;False;NAO;Baixa;1
3300704;123596270;3300704;RIO DE JANEIRO;SUDESTE;Cabo Frio;49966;107923;48,60%;0.283;0.372;0.076;0.058;0.629;0.449;0.114;0.735;75.16;CABO FRIO_RIO DE JANEIRO;SAO PEDRO DA ALDEIA;NAO;False;False;False;False;NAO;Média-Alta;3
2307650;123370170;2307650;CEARÁ;NORDESTE;Maracanaú;60426;140056;59,70%;0.271;0.376;0.073;0.025;0.624;0.41;0.121;0.686;72.27;MARACANAU_CEARA;MARACANAU;NAO;False;False;False;False;NAO;Média-Baixa;2
4208906;120521850;4208906;SANTA CATARINA;SUL;Jaraguá do Sul;11099;28578;15,60%;0.266;0.464;0.101;0.048;0.558;0.295;0.13;0.803;76.92;JARAGUA DO SUL_SANTA CATARINA;JARAGUA DO SUL;NAO;False;False;False;False;NAO;Baixa;1
3503208;119532370;3503208;SÃO PAULO;SUDESTE;Araraquara;24105;55551;22,90%;0.261;0.397;0.058;0.049;0.578;0.389;0.094;0.815;77.64;ARARAQUARA_SAO PAULO;ARARAQUARA;NAO;False;False;False;False;NAO;Baixa;1
3547304;115449030;3547304;SÃO PAULO;SUDESTE;Santana de Parnaíba;16438;41593;27,00%;0.264;0.418;0.067;0.048;0.573;0.389;0.091;0.814;75.92;SANTANA DE PARNAIBA_SAO PAULO;BARUERI;NAO;False;False;False;False;NAO;Baixa;1
3516200;112760860;3516200;SÃO PAULO;SUDESTE;Franca;35355;83974;23,80%;0.279;0.458;0.084;0.042;0.602;0.384;0.104;0.078;75.5;FRANCA_SAO PAULO;FRANCA;NAO;False;False;False;False;NAO;Média-Baixa;2
3300100;111942440;3300100;RIO DE JANEIRO;SUDESTE;Angra dos Reis;37106;82831;49,50%;0.293;0.396;0.075;0.052;0.657;0.44;0.141;0.724;75.75;ANGRA DOS REIS_RIO DE JANEIRO;ANGRA DOS REIS;SIM;True;True;True;True;SIM;Média-Alta;3
1200401;109556750;1200401;ACRE;NORTE;Rio Branco;80491;193523;53,10%;0.288;0.406;0.108;0.051;0.624;0.388;0.152;0.727;72.85;RIO BRANCO_ACRE;RIO BRANCO;SIM;True;True;True;True;SIM;Média-Alta;3
4318705;108553660;4318705;RIO GRANDE DO SUL;SUL;São Leopoldo;39301;82311;37,90%;0.292;0.394;0.089;0.056;0.638;0.43;0.143;0.739;76.65;SAO LEOPOLDO_RIO GRANDE DO SUL;SANTA CRUZ DO SUL;NAO;False;False;False;False;NAO;Média-Alta;3
3143302;108002510;3143302;MINAS GERAIS;SUDESTE;Montes Claros;78541;200434;48,40%;0.248;0.375;0.095;0.038;0.558;0.285;0.137;0.077;77.07;MONTES CLAROS_MINAS GERAIS;MONTES CLAROS;SIM;True;True;True;True;SIM;Baixa;1
4314407;107781190;4314407;RIO GRANDE DO SUL;SUL;Pelotas;57289;116854;35,90%;0.278;0.371;0.075;0.042;0.64;0.444;0.094;0.739;75.64;PELOTAS_RIO GRANDE DO SUL;PASSO FUNDO;SIM;True;True;True;True;SIM;Média-Baixa;2
3304201;107544100;3304201;RIO DE JANEIRO;SUDESTE;Resende;18900;42272;32,60%;0.259;0.382;0.078;0.058;0.602;0.35;0.083;0.768;75.31;RESENDE_RIO DE JANEIRO;RESENDE;SIM;True;True;True;True;SIM;Baixa;1
3152501;107200930;3152501;MINAS GERAIS;SUDESTE;Pouso Alegre;19644;46965;30,90%;0.264;0.429;0.09;0.052;0.579;0.314;0.118;0.774;77.33;POUSO ALEGRE_MINAS GERAIS;POUSO ALEGRE;NAO;False;False;False;False;NAO;Baixa;1
2606200;106629640;2606200;PERNAMBUCO;NORDESTE;Goiana;27499;55195;68,10%;0.288;0.294;0.066;0.054;0.653;0.447;0.211;0.651;71.75;GOIANA_PERNAMBUCO;GOIANA;NAO;False;False;False;False;NAO;Média-Alta;3
3523909;105408130;3523909;SÃO PAULO;SUDESTE;Itu;21480;48640;28,90%;0.283;0.438;0.09;0.054;0.596;0.369;0.15;0.773;76.23;ITU_SAO PAULO;SOROCABA;SIM;True;True;True;True;SIM;Média-Alta;3
3302007;105027490;3302007;RIO DE JANEIRO;SUDESTE;Itaguaí;29755;63103;54,00%;0.293;0.356;0.082;0.053;0.661;0.482;0.126;0.715;73.84;ITAGUAI_RIO DE JANEIRO;RIO DE JANEIRO;SIM;True;True;True;True;SIM;Média-Alta;3
3518701;104942520;3518701;SÃO PAULO;SUDESTE;Guarujá;43643;99357;34,50%;0.297;0.4;0.08;0.051;0.614;0.445;0.19;0.751;76.23;GUARUJA_SAO PAULO;SANTOS;SIM;True;True;True;True;SIM;Alta;4
2303709;104143730;2303709;CEARÁ;NORDESTE;Caucaia;103295;218923;61,60%;0.288;0.359;0.063;0.047;0.649;0.445;0.166;0.682;73.48;CAUCAIA_CEARA;FORTALEZA;SIM;True;True;True;True;SIM;Média-Alta;3
2504009;103731070;2504009;PARAÍBA;NORDESTE;Campina Grande;94037;208341;49,70%;0.252;0.346;0.082;0.051;0.641;0.342;0.051;0.072;73.73;CAMPINA GRANDE_PARAIBA;CAMPINA GRANDE;SIM;True;True;True;True;SIM;Baixa;1
1721000;103334190;1721000;TOCANTINS;NORTE;Palmas;62149;144589;47,80%;0.261;0.396;0.102;0.062;0.547;0.363;0.094;0.788;74.61;PALMAS_TOCANTINS;PALMAS;SIM;True;True;True;True;SIM;Baixa;1
3552809;102910720;3552809;SÃO PAULO;SUDESTE;Taboão da Serra;43211;96161;35,20%;0.267;0.385;0.066;0.047;0.586;0.427;0.091;0.769;76.79;TABOAO DA SERRA_SAO PAULO;SAO PAULO;SIM;True;True;True;True;SIM;Baixa;1
4309209;102616180;4309209;RIO GRANDE DO SUL;SUL;Gravataí;39028;88569;33,40%;0.28;0.415;0.102;0.044;0.601;0.412;0.104;0.736;76.74;GRAVATAI_RIO GRANDE DO SUL;ERECHIM;NAO;False;False;False;False;NAO;Média-Baixa;2
4204608;100638050;4204608;SANTA CATARINA;SUL;Criciúma;13328;34266;16,00%;0.28;0.464;0.083;0.051;0.613;0.329;0.137;0.788;75.76;CRICIUMA_SANTA CATARINA;CRICIUMA;SIM;True;True;True;True;SIM;Média-Baixa;2
4313409;100378890;4313409;RIO GRANDE DO SUL;SUL;Novo Hamburgo;25055;57054;25,10%;0.28;0.432;0.09;0.048;0.634;0.358;0.12;0.747;76.11;NOVO HAMBURGO_RIO GRANDE DO SUL;PALMEIRA DAS MISSOES;NAO;False;False;False;False;NAO;Média-Baixa;2
5108402;99169910;5108402;MATO GROSSO;CENTRO-OESTE;Várzea Grande;76619;162160;54,00%;0.332;0.405;0.11;0.059;0.569;0.414;0.434;0.734;75.5;VARZEA GRANDE_MATO GROSSO;MATO GROSSO;SIM;True;True;True;True;SIM;Alta;4
5205109;99164680;5205109;GOIÁS;CENTRO-OESTE;Catalão;15847;35378;30,90%;0.28;0.404;0.09;0.039;0.611;0.432;0.106;0.766;74.12;CATALAO_GOIAS;GOIANIA;SIM;True;True;True;True;SIM;Média-Baixa;2
3305000;98868750;3305000;RIO DE JANEIRO;SUDESTE;São João da Barra;12921;27116;74,10%;0.304;0.331;0.048;0.05;0.68;0.462;0.256;0.671;73.02;SAO JOAO DA BARRA_RIO DE JANEIRO;CAMPOS DOS GOYTACAZES;NAO;False;False;False;False;NAO;Alta;4
4316808;98151700;4316808;RIO GRANDE DO SUL;SUL;Santa Cruz do Sul;14417;32079;24,10%;0.271;0.398;0.068;0.065;0.619;0.354;0.121;0.773;76.1;SANTA CRUZ DO SUL_RIO GRANDE DO SUL;PORTO ALEGRE;NAO;False;False;False;False;NAO;Média-Baixa;2
3529005;97559600;3529005;SÃO PAULO;SUDESTE;Marília;23653;56147;23,60%;0.258;0.45;0.076;0.057;0.567;0.309;0.087;0.798;76.26;MARILIA_SAO PAULO;MARILIA;NAO;False;False;False;False;NAO;Baixa;1
5107909;96238770;5107909;MATO GROSSO;CENTRO-OESTE;Sinop;27183;67546;34,40%;0.256;0.49;0.143;0.07;0.585;0.126;0.122;0.754;74.93;SINOP_MATO GROSSO;SINOP;NAO;False;False;False;False;NAO;Baixa;1
4316907;95620270;4316907;RIO GRANDE DO SUL;SUL;Santa Maria;37979;82989;30,50%;0.277;0.391;0.094;0.046;0.597;0.379;0.156;0.784;75.89;SANTA MARIA_RIO GRANDE DO SUL;PORTO ALEGRE;SIM;True;True;True;True;SIM;Média-Baixa;2
3146107;95200350;3146107;MINAS GERAIS;SUDESTE;Ouro Preto;11707;27942;37,30%;0.267;0.348;0.072;0.054;0.601;0.32;0.205;0.741;75.03;OURO PRETO_MINAS GERAIS;PONTE NOVA;NAO;False;False;False;False;NAO;Baixa;1
3523107;95196180;3523107;SÃO PAULO;SUDESTE;Itaquaquecetuba;79901;181512;49,20%;0.267;0.399;0.077;0.038;0.583;0.428;0.078;0.714;75.66;ITAQUAQUECETUBA_SAO PAULO;GUARULHOS;SIM;True;True;True;True;SIM;Baixa;1
3545209;93034870;3545209;SÃO PAULO;SUDESTE;Salto;11406;27555;20,50%;0.283;0.446;0.09;0.062;0.584;0.346;0.173;0.078;75.19;SALTO_SAO PAULO;SOROCABA;SIM;True;True;True;True;SIM;Média-Alta;3
1501303;92439370;1501303;PARÁ;NORTE;Barcarena;31904;83456;65,90%;0.296;0.389;0.096;0.072;0.605;0.387;0.23;0.662;73.04;BARCARENA_PARA;PARA;SIM;True;True;True;True;SIM;Média-Alta;3
3541406;92421920;3541406;SÃO PAULO;SUDESTE;Presidente Prudente;25408;58565;26,00%;0.256;0.402;0.065;0.035;0.58;0.374;0.078;0.806;76.49;PRESIDENTE PRUDENTE_SAO PAULO;PRESIDENTE PRUDENTE;NAO;False;False;False;False;NAO;Baixa;1
3117504;90510360;3117504;MINAS GERAIS;SUDESTE;Conceição do Mato Dentro;4304;11487;49,60%;0.276;0.363;0.095;0.062;0.645;0.35;0.139;0.634;72.65;CONCEICAO DO MATO DENTRO_MINAS GERAIS;BELO HORIZONTE;SIM;True;True;True;True;SIM;Média-Baixa;2
3502804;90179580;3502804;SÃO PAULO;SUDESTE;Araçatuba;24486;51914;25,90%;0.268;0.405;0.068;0.058;0.591;0.385;0.1;0.788;75.46;ARACATUBA_SAO PAULO;ARACATUBA;NAO;False;False;False;False;NAO;Média-Baixa;2
3305109;89637820;3305109;RIO DE JANEIRO;SUDESTE;São João de Meriti;82256;170150;38,60%;0.279;0.355;0.084;0.04;0.619;0.471;0.108;0.719;74.87;SAO JOAO DE MERITI_RIO DE JANEIRO;SAO JOAO DE MERITI;SIM;True;True;True;True;SIM;Média-Baixa;2
3104007;89508630;3104007;MINAS GERAIS;SUDESTE;Araxá;14809;34477;30,90%;0.268;0.421;0.077;0.05;0.625;0.341;0.097;0.772;76.49;ARAXA_MINAS GERAIS;UBERABA;NAO;False;False;False;False;NAO;Média-Baixa;2
3304524;89490700;3304524;RIO DE JANEIRO;SUDESTE;Rio das Ostras;29618;65766;42,00%;0.286;0.371;0.065;0.052;0.624;0.474;0.13;0.773;76.26;RIO DAS OSTRAS_RIO DE JANEIRO;MACAE;NAO;False;False;False;False;NAO;Média-Alta;3
1500800;89398300;1500800;PARÁ;NORTE;Ananindeua;106092;237867;49,70%;0.255;0.346;0.084;0.043;0.581;0.346;0.13;0.718;74.24;ANANINDEUA_PARA;PARA;SIM;True;True;True;True;SIM;Baixa;1
3145901;88427690;3145901;MINAS GERAIS;SUDESTE;Ouro Branco;5157;12084;31,20%;0.256;0.383;0.079;0.068;0.598;0.311;0.096;0.764;77.31;OURO BRANCO_MINAS GERAIS;BELO HORIZONTE;SIM;True;True;True;True;SIM;Baixa;1
3300456;88398080;3300456;RIO DE JANEIRO;SUDESTE;Belford Roxo;132583;260762;54,00%;0.281;0.315;0.074;0.037;0.641;0.476;0.143;0.684;73.5;BELFORD ROXO_RIO DE JANEIRO;DUQUE DE CAXIAS;SIM;True;True;True;True;SIM;Média-Alta;3
2919553;88206480;2919553;BAHIA;NORDESTE;Luís Eduardo Magalhães;25897;59720;55,30%;0.315;0.4;0.109;0.055;0.637;0.47;0.217;0.716;74.53;LUIS EDUARDO MAGALHAES_BAHIA;BARREIRAS;NAO;False;False;False;False;NAO;Alta;4
3541000;87278310;3541000;SÃO PAULO;SUDESTE;Praia Grande;40865;97782;27,90%;0.277;0.412;0.074;0.042;0.607;0.44;0.087;0.754;75.04;PRAIA GRANDE_SAO PAULO;SAO VICENTE;SIM;True;True;True;True;SIM;Média-Baixa;2
4202909;87232590;4202909;SANTA CATARINA;SUL;Brusque;6970;18454;13,10%;0.274;0.474;0.097;0.035;0.582;0.301;0.156;0.795;78.64;BRUSQUE_SANTA CATARINA;BRUSQUE;NAO;False;False;False;False;NAO;Média-Baixa;2
2604106;86635250;2604106;PERNAMBUCO;NORDESTE;Caruaru;106880;226328;59,90%;0.271;0.342;0.073;0.037;0.655;0.397;0.121;0.677;72.96;CARUARU_PERNAMBUCO;CARUARU;SIM;True;True;True;True;SIM;Média-Baixa;2
2312403;86336370;2312403;CEARÁ;NORDESTE;São Gonçalo do Amarante;15359;39242;72,50%;0.273;0.362;0.065;0.036;0.618;0.387;0.171;0.665;71.47;SAO GONCALO DO AMARANTE_CEARA;FORTALEZA;SIM;True;True;True;True;SIM;Média-Baixa;2
3151800;85316920;3151800;MINAS GERAIS;SUDESTE;Poços de Caldas;19778;44656;27,30%;0.252;0.392;0.069;0.07;0.587;0.278;0.118;0.779;77.31;POCOS DE CALDAS_MINAS GERAIS;POCOS DE CALDAS;NAO;False;False;False;False;NAO;Baixa;1
4216206;85160950;4216206;SANTA CATARINA;SUL;São Francisco do Sul;5521;13783;26,20%;0.277;0.453;0.091;0.056;0.604;0.33;0.13;0.762;76.35;SAO FRANCISCO DO SUL_SANTA CATARINA;JOINVILLE;SIM;True;True;True;True;SIM;Média-Baixa;2
3524006;84232790;3524006;SÃO PAULO;SUDESTE;Itupeva;5867;14890;21,10%;0.275;0.462;0.1;0.041;0.586;0.335;0.124;0.762;75.63;ITUPEVA_SAO PAULO;JUNDIAI;NAO;False;False;False;False;NAO;Média-Baixa;2
3504107;83610320;3504107;SÃO PAULO;SUDESTE;Atibaia;13516;34461;21,70%;0.274;0.465;0.088;0.055;0.597;0.282;0.159;0.765;76.03;ATIBAIA_SAO PAULO;BRAGANCA PAULISTA;NAO;False;False;False;False;NAO;Média-Baixa;2
3122306;83313460;3122306;MINAS GERAIS;SUDESTE;Divinópolis;31625;70686;30,60%;0.258;0.403;0.081;0.039;0.596;0.323;0.108;0.764;75.63;DIVINOPOLIS_MINAS GERAIS;DIVINOPOLIS;NAO;False;False;False;False;NAO;Baixa;1
4109401;83093420;4109401;PARANÁ;SUL;Guarapuava;32810;79847;43,80%;0.288;0.422;0.11;0.063;0.672;0.345;0.114;0.731;76.2;GUARAPUAVA_PARANA;GUARAPUAVA;NAO;False;False;False;False;NAO;Média-Alta;3
3503901;82933700;3503901;SÃO PAULO;SUDESTE;Arujá;16002;36221;41,80%;0.268;0.382;0.075;0.065;0.594;0.408;0.083;0.784;76.95;ARUJA_SAO PAULO;GUARULHOS;SIM;True;True;True;True;SIM;Média-Baixa;2
4309308;82848040;4309308;RIO GRANDE DO SUL;SUL;Guaíba;18830;40419;43,50%;0.284;0.38;0.088;0.048;0.623;0.468;0.097;0.073;74.99;GUAIBA_RIO GRANDE DO SUL;ERECHIM;SIM;True;True;True;True;SIM;Média-Alta;3
3523404;82454980;3523404;SÃO PAULO;SUDESTE;Itatiba;11712;27945;23,00%;0.265;0.419;0.074;0.042;0.59;0.328;0.135;0.778;75.64;ITATIBA_SAO PAULO;BRAGANCA PAULISTA;NAO;False;False;False;False;NAO;Baixa;1
2933307;82157930;2933307;BAHIA;NORDESTE;Vitória da Conquista;104617;239293;64,50%;0.267;0.339;0.078;0.052;0.645;0.378;0.108;0.678;72.3;VITORIA DA CONQUISTA_BAHIA;VITORIA DA CONQUISTA;SIM;True;True;True;True;SIM;Baixa;1
4211900;82086400;4211900;SANTA CATARINA;SUL;Palhoça;25196;61631;27,70%;0.287;0.457;0.096;0.056;0.591;0.353;0.166;0.757;76.55;PALHOCA_SANTA CATARINA;FLORIANOPOLIS;SIM;True;True;True;True;SIM;Média-Alta;3
3170701;80938100;3170701;MINAS GERAIS;SUDESTE;Varginha;10166;25269;18,50%;0.258;0.447;0.092;0.044;0.582;0.293;0.089;0.778;77.49;VARGINHA_MINAS GERAIS;VARGINHA;NAO;False;False;False;False;NAO;Baixa;1
2408003;80717620;2408003;RIO GRANDE DO NORTE;NORDESTE;Mossoró;69546;143809;54,40%;0.263;0.332;0.06;0.052;0.627;0.388;0.122;0.072;73.64;MOSSORO_RIO GRANDE DO NORTE;MOSSORO;SIM;True;True;True;True;SIM;Baixa;1
3203205;80360080;3203205;ESPÍRITO SANTO;SUDESTE;Linhares;22360;58134;34,90%;0.242;0.448;0.095;0.051;0.584;0.172;0.1;0.724;75.05;LINHARES_ESPIRITO SANTO;LINHARES;SIM;True;True;True;True;SIM;Baixa;1
5211909;79967370;5211909;GOIÁS;CENTRO-OESTE;Jataí;16388;37608;35,60%;0.275;0.447;0.094;0.055;0.594;0.341;0.12;0.757;76.35;JATAI_GOIAS;JATAI;NAO;False;False;False;False;NAO;Média-Baixa;2
2611101;79940360;2611101;PERNAMBUCO;NORDESTE;Petrolina;100519;235967;61,00%;0.277;0.378;0.074;0.052;0.625;0.399;0.131;0.697;72.95;PETROLINA_PERNAMBUCO;PETROLINA;SIM;True;True;True;True;SIM;Média-Baixa;2
3556206;79692000;3556206;SÃO PAULO;SUDESTE;Valinhos;7374;16749;13,30%;0.289;0.415;0.084;0.059;0.616;0.415;0.142;0.819;76.01;VALINHOS_SAO PAULO;CAMPINAS;SIM;True;True;True;True;SIM;Média-Alta;3
4119152;79632150;4119152;PARANÁ;SUL;Pinhais;21664;48343;38,10%;0.253;0.383;0.068;0.037;0.564;0.377;0.091;0.751;75.15;PINHAIS_PARANA;CURITIBA;SIM;True;True;True;True;SIM;Baixa;1
3507605;79543000;3507605;SÃO PAULO;SUDESTE;Bragança Paulista;22396;52141;29,50%;0.266;0.431;0.084;0.04;0.593;0.341;0.106;0.776;76.67;BRAGANCA PAULISTA_SAO PAULO;BRAGANCA PAULISTA;NAO;False;False;False;False;NAO;Baixa;1
3518404;78778820;3518404;SÃO PAULO;SUDESTE;Guaratinguetá;12946;32064;27,20%;0.283;0.393;0.084;0.052;0.625;0.456;0.092;0.798;78.17;GUARATINGUETA_SAO PAULO;GUARATINGUETA;NAO;False;False;False;False;NAO;Média-Alta;3
3545803;78255070;3545803;SÃO PAULO;SUDESTE;Santa Bárbara d'Oeste;10997;27104;14,80%;0.265;0.471;0.081;0.038;0.585;0.335;0.078;0.781;77.04;SANTA BARBARA D'OESTE_SAO PAULO;AMERICANAS;NAO;False;False;False;False;NAO;Baixa;1
2105302;76935110;2105302;MARANHÃO;NORDESTE;Imperatriz;64302;144666;53,00%;0.268;0.372;0.079;0.048;0.586;0.372;0.148;0.731;73.17;IMPERATRIZ_MARANHAO;IMPERATRIZ;SIM;True;True;True;True;SIM;Média-Baixa;2
3161908;76038510;3161908;MINAS GERAIS;SUDESTE;São Gonçalo do Rio Abaixo;3157;8086;68,20%;0.252;0.382;0.083;0.032;0.615;0.309;0.089;0.667;72.52;SAO GONCALO DO RIO ABAIXO_MINAS GERAIS;DIVINOPOLIS;NAO;False;False;False;False;NAO;Baixa;1
4302105;74984990;4302105;RIO GRANDE DO SUL;SUL;Bento Gonçalves;9275;22845;18,60%;0.259;0.456;0.099;0.057;0.577;0.244;0.123;0.778;75.52;BENTO GONCALVES_RIO GRANDE DO SUL;CACHOEIRA DO SUL;NAO;False;False;False;False;NAO;Baixa;1
4201307;74876360;4201307;SANTA CATARINA;SUL;Araquari;7390;20230;44,70%;0.277;0.477;0.115;0.069;0.585;0.274;0.14;0.703;74.82;ARAQUARI_SANTA CATARINA;JOINVILLE;SIM;True;True;True;True;SIM;Média-Baixa;2
4127700;74824850;4127700;PARANÁ;SUL;Toledo;17519;41102;27,30%;0.255;0.448;0.09;0.047;0.575;0.251;0.122;0.768;76.3;TOLEDO_PARANA;TOLEDO;NAO;False;False;False;False;NAO;Baixa;1
3127701;73828370;3127701;MINAS GERAIS;SUDESTE;Governador Valadares;48227;109528;42,60%;0.26;0.423;0.083;0.055;0.604;0.313;0.085;0.727;75.06;GOVERNADOR VALADARES_MINAS GERAIS;GOVERNADOR VALADARES;SIM;True;True;True;True;SIM;Baixa;1
3140001;73673780;3140001;MINAS GERAIS;SUDESTE;Mariana;13484;29539;48,10%;0.271;0.364;0.083;0.018;0.634;0.424;0.106;0.742;77.43;MARIANA_MINAS GERAIS;PONTE NOVA;NAO;False;False;False;False;NAO;Média-Baixa;2
4202008;73571010;4202008;SANTA CATARINA;SUL;Balneário Camboriú;12649;28662;20,60%;0.268;0.416;0.071;0.045;0.569;0.327;0.177;0.845;78.62;BALNEARIO CAMBORIU_SANTA CATARINA;ITAJAI;NAO;False;False;False;False;NAO;Média-Baixa;2
2919207;73227780;2919207;BAHIA;NORDESTE;Lauro de Freitas;46594;100459;49,40%;0.289;0.328;0.066;0.064;0.632;0.448;0.193;0.754;74.61;LAURO DE FREITAS_BAHIA;SALVADOR;SIM;True;True;True;True;SIM;Média-Alta;3
3147006;71986170;3147006;MINAS GERAIS;SUDESTE;Paracatu;15387;36906;39,30%;0.275;0.414;0.104;0.06;0.61;0.347;0.113;0.744;76.22;PARACATU_MINAS GERAIS;PARACATU;NAO;False;False;False;False;NAO;Média-Baixa;2
3551702;71090220;3551702;SÃO PAULO;SUDESTE;Sertãozinho;16235;36295;28,60%;0.28;0.404;0.082;0.064;0.623;0.424;0.085;0.761;76.31;SERTAOZINHO_SAO PAULO;NAO POSSUI;NAO;False;False;False;False;NAO;Média-Baixa;2
